"SITEVISITID","SITE","OBS_YEAR","DATE_","MISSIONID","OCC_SITEID","ANALYSIS_YEAR","ANALYSIS_SCHEME","SEC_NAME","EXCLUDE_FLAG","TRANSECT_PHOTOS","Oceanography","new_MIN_DEPTH_M","new_MAX_DEPTH_M","METHOD","REGION","ISLAND","PERM_SITE","CLIMATE_STATION_YN","LATITUDE","LONGITUDE","REEF_ZONE","DEPTH_BIN","AMNE","BGMA","BI","BR","BRY","CCAH","CCAR","CMOR","COL","EMA","ENC","FINE","FOL","FREE","GC","HAL","HARD","MASS","NS","OCTO","RUB","SAND","SG","SP","TAB","TUN","TURFH","TURFR","UI","UPMA","USC","ZO","TURF","POSP","HALI","CCA","ASSP","BRMA","ASPP","ACSP","POCS","PHSP","FASP","GONS","HYSP","HCOE","GOAL","LEPT","GASP","MISP","CYPS","ACAS","ASTS","MOSP","PAVS","COTS","PLSP","GRMA","STYS","RDMA","PADI","LPHY","MICR","COSP","FAVS","DICT","FUSP","MONS","LOBS","PACS","PSSP","ISSP","TURS","ECHP","MESP","OUSP","ECHL","DISP","SYSP","PLER","LESP","HYCO","EUSP","ANTI","N","new.N"
9750,"LAN-01504",2016,"7/21/2016","HA1606",NA,"2016","RAMP_BASIC","LAN_SOUTH",0,"-1",0,13.3,16.2,"CNET","MHI","Lanai",0,0,20.75955,-156.8345,"Forereef","Mid",0,0.3448276,0,0,0,0,0,0,0,2.413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.34483,25.17241,0,1.034483,0,0,0.6896552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,290
9751,"LAN-01521",2016,"7/21/2016","HA1606",NA,"2016","RAMP_BASIC","LAN_SOUTH",0,"-1",0,3.6,5.5,"CNET","MHI","Lanai",0,0,20.75659,-156.8489,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,2.356902,0.3367003,0,0,0,0,0,0,0,0,0,0,0.6734007,0,0,0,0,0,0,0,0,0,0.3367003,81.81818,13.13131,0,0.3367003,0,0,0,0,0.6734007,0,0,0,0,0,0,0,0,0,0,0,0,0.3367003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,297
9752,"LAN-01440",2016,"7/21/2016","HA1606",NA,"2016","RAMP_BASIC","LAN_SOUTH",0,"-1",0,9.1,12.2,"CNET","MHI","Lanai",0,0,20.73553,-156.9104,"Forereef","Mid",0,0.3367003,0,0,0,0,0,0,0,0.6734007,0,0,0,0,0,0,0,0,0,0,0,5.723906,0,0,0,0,0,0,0,0,0,0,72.05387,19.52862,0,1.010101,0,0,0,0,0.3367003,0,0,0,0,0,0,0,0,0,0,0,0,0.3367003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,297
9753,"LAN-01454",2016,"7/21/2016","HA1606",NA,"2016","RAMP_BASIC","LAN_SOUTH",0,"-1",0,17.7,21,"CNET","MHI","Lanai",0,0,20.73313,-156.9298,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.539683,0,0,0,0,0,0,0,0,0,0,86.66667,9.52381,0.6349206,0,0,0,0,0,0.6349206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,315
9754,"LAN-01494",2016,"7/21/2016","HA1606",NA,"2016","RAMP_BASIC","LAN_SOUTH",0,"-1",0,9.1,12.7,"CNET","MHI","Lanai",0,0,20.73458,-156.9372,"Forereef","Mid",0,0,0,0,0,0,0,0,0,10.0346,0.3460208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.70934,21.79931,0,11.76471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3460208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,289
9755,"LAN-01662",2016,"7/21/2016","HA1606",NA,"2016","RAMP_BASIC","LAN_SOUTH",0,"-1",0,20.11582,21.63974,"CNET","MHI","Lanai",0,0,20.75417,-156.8456,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.711864,0,0,0,0,0,0,0,0,0,0,76.94915,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3389831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,295
9756,"LAN-01701",2016,"7/21/2016","HA1606",NA,"2016","RAMP_BASIC","LAN_SOUTH",0,"-1",0,10.66748,11.58183,"CNET","MHI","Lanai",0,0,20.78408,-156.8174,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0.3389831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915,0,0,55.25424,22.71186,0,2.711864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.94915,0.3389831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,295
9757,"LAN-01693",2016,"7/21/2016","HA1606",NA,"2016","RAMP_BASIC","LAN_SOUTH",0,"-1",0,5.181347,6.095703,"CNET","MHI","Lanai",0,0,20.73545,-156.9213,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,9.215017,0.3412969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.50512,21.843,0,3.754266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3412969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,293
9758,"LAN-01679",2016,"7/21/2016","HA1606",NA,"2016","RAMP_BASIC","LAN_SOUTH",0,"-1",0,14.3249,15.54404,"CNET","MHI","Lanai",0,0,20.73176,-156.9553,"Forereef","Mid",0,0.3344482,0,0,0,0,0,0,0,3.010033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.58194,16.05351,0.6688963,2.006689,0,0,0,0,3.344482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,299
9760,"KAU-01729",2016,"7/23/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_EAST",0,"-1",0,18.28711,18.89668,"CNET","MHI","Kauai",0,0,21.88926,-159.5861,"Forereef","Mid",0,1.010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.57239,1.010101,0,3.030303,0,0.3367003,0,0,3.030303,0,0,0,0,0,0,0,0,0,0,0,0,0.3367003,0,0,0,0,0,0,0.6734007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,297
9761,"KAU-01739",2016,"7/23/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_EAST",0,"-1",0,6.705273,7.314843,"CNET","MHI","Kauai",0,0,21.92225,-159.6456,"Forereef","Mid",0,0.3333333,0,0,0,0,0,0,0,7.666667,0,0,0,0,0,0,0,0,0,0,0,55.66667,0,0,0,0.6666667,0,0,0,2.333333,0,0,32.33333,0.3333333,0,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300
9762,"KAU-01748",2016,"7/23/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_EAST",0,"-1",0,9.143554,9.753124,"CNET","MHI","Kauai",0,0,21.9537,-159.7081,"Forereef","Deep",0,1.003344,0,0,0,0,0,0,0,0.3344482,0,0,0,0,0,0,0,0,0,0,0,13.37793,0,0,0,0,0,0,0,4.013378,0,0,77.92642,0,0.6688963,2.006689,0,0,0,0,0.3344482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3344482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,299
9763,"KAU-01534",2016,"7/23/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_EAST",0,"-1",0,21.3,23.1,"CNET","MHI","Kauai",0,0,21.88775,-159.5853,"Forereef","Deep",0,1.010101,0,0,0,0,0,0,0,2.356902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.010101,0,0,73.06397,1.010101,0,16.49832,0,0,0,0,3.367003,0,0,0,0,0,0,0,0,0,0,0,0,1.683502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,297
9764,"KAU-01580",2016,"7/23/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_EAST",0,"-1",0,15.5,16.3,"CNET","MHI","Kauai",0,0,21.90953,-159.6422,"Forereef","Mid",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.3333333,0,0.3333333,0,0,0,0,0,0,0,0,82,2.333333,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300
9765,"KAU-01554",2016,"7/23/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_EAST",0,"-1",0,6.9,8.5,"CNET","MHI","Kauai",0,0,21.93268,-159.6678,"Forereef","Mid",0,0.3236246,0,0,0,0,0,0,0,0.3236246,0,0,0,0,0,0,0,0,0,0,0,0.3236246,0,0,0,0,0,0,0,0,0,0,94.17476,2.588997,0,0.6472492,0,0,0,0,1.294498,0,0,0,0,0,0,0,0,0,0,0,0,0.3236246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,309
9766,"KAU-01582",2016,"7/23/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_EAST",0,"-1",0,11.3,15.9,"CNET","MHI","Kauai",0,0,21.95236,-159.6941,"Forereef","Mid",0,0,0,0,0,0,0,0,0,4.013378,0,0,0,0,0,0,0.3344482,0,0,0,0,0.6688963,0,0,0,0,0,0,0,1.003344,0,0,87.62542,1.672241,0,1.672241,0,0,0,0,1.337793,0,0,0,0,0,0,0,0,0,0,0,0,1.337793,0,0,0,0,0,0.3344482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,299
9767,"KAU-01616",2016,"7/23/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_EAST",0,"-1",0,4.5,5.3,"CNET","MHI","Kauai",0,0,21.95122,-159.6782,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692308,0,0,0,0,0,0,0,0,0,0,89.63211,0.3344482,0,1.337793,0,0,0,0,1.003344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,299
9768,"KAU-01615",2016,"7/23/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_EAST",0,"-1",0,5.5,5.7,"CNET","MHI","Kauai",0,0,21.95673,-159.7053,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,0.6711409,0,0,0,0,0,0,0,0,0,0,0,3.691275,0,0,0,0,0,0,0,1.006711,0,0,92.95302,0,0,1.677852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,298
9769,"KAU-01536",2016,"7/23/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_EAST",0,"-1",0,20,20,"CNET","MHI","Kauai",0,0,21.88059,-159.5087,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.28571,0,0.3246753,0,0,0,0,0,0.3246753,0,0,34.74026,0,0,0,0,0,0,0,0.3246753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,308
9770,"KAU-01704",2016,"7/23/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_EAST",0,"-1",0,20.72539,21.33496,"CNET","MHI","Kauai",0,0,21.87967,-159.5099,"Forereef","Deep",0,1,0,0,0,0,0,0,0,1.333333,0,0,0,0,0,0,0,0,0,0,0,9.333333,0,0.3333333,0,0,0,0,0,0.6666667,0,0,84.33333,0.6666667,0,1.333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300
9771,"KAU-01732",2016,"7/23/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_EAST",0,"-1",0,9.143554,9.753124,"CNET","MHI","Kauai",0,0,21.88535,-159.5067,"Forereef","Mid",0,0.3355705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.40268,0,0,0,0,0,0,0,0.6711409,0,0,75.50336,3.691275,0,6.711409,0,0,0,0,0.6711409,0,0,0,0,0,0,0,0,0,0,0,0,2.013423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,298
9772,"KAU-01785",2016,"7/23/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_EAST",0,"-1",0,4.266992,5.181347,"CNET","MHI","Kauai",0,0,21.885,-159.5367,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,2.020202,0,0,0,0,0,0,0,0,0,0,0,11.11111,0,0,0,0,0,0,0,0,0,0,73.06397,2.020202,0,1.010101,0,0,0,0,4.377104,0,0,0,0,0,0,0,0,0,0,0,0,6.397306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,297
9773,"KAU-01764",2016,"7/23/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_EAST",0,"-1",0,9.143554,9.753124,"CNET","MHI","Kauai",0,0,21.93289,-159.6694,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0.3344482,0,0,0,0,0,0,0,0,0,0,2.006689,0,0,0,0,0,0,0,0,0,0,91.30435,1.672241,0,3.67893,0,0,0,0,0.6688963,0,0,0,0,0,0,0,0,0,0,0,0,0.3344482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,299
9774,"KAU-01575",2016,"7/23/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_EAST",0,"-1",0,10.6,11.4,"CNET","MHI","Kauai",0,0,21.87787,-159.483,"Forereef","Mid",0,0.3257329,0,0,0,0,0,0,0,0.6514658,0,0,0,0,0,0,0,0,0,0.3257329,0,0,0,0,0,0,0,0,0,0,0,0,96.09121,0.3257329,0,0.3257329,0,0,0,0,1.954397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,307
9775,"KAU-01561",2016,"7/23/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_EAST",0,"-1",0,10,10.3,"CNET","MHI","Kauai",0,0,21.88391,-159.5124,"Forereef","Mid",0,1.290323,0,0,0,0,0,0,0,4.83871,0.3225806,0,0,0,0,0,0,0,0,0,0,0.6451613,0,0,0,0,0,0,0,0.6451613,0,0,82.90323,1.612903,0.6451613,5.806452,0,0.3225806,0,0,0.6451613,0,0,0,0,0,0,0,0,0,0,0,0,0.3225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,310
9776,"KAU-01556",2016,"7/23/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_EAST",0,"-1",0,9.1,10,"CNET","MHI","Kauai",0,0,21.88365,-159.5391,"Forereef","Mid",0,0.6289308,0,0,0,0,0,0,0,0.6289308,0,0,0,0,0,0,0,0,0,0,0,12.26415,0,0,0,0,0,0,0,0,0,0,83.33333,0.9433962,0.3144654,0.9433962,0,0,0,0,0.9433962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,318
9777,"KAU-01533",2016,"7/23/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_EAST",0,"-1",0,22,23,"CNET","MHI","Kauai",0,0,21.90875,-159.6344,"Forereef","Deep",0,0.3367003,0,0,0,0,0,0,0,3.367003,0,0,0,0,0,0,0,0,0,0,0,21.88552,0,0,0,0,0,0,0,1.010101,0,0,68.35017,2.020202,0,0.6734007,0,0,0,0,2.020202,0,0,0,0,0,0,0,0,0,0,0,0,0.3367003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,297
9778,"KAU-01607",2016,"7/23/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_EAST",0,"-1",0,3.6,5,"CNET","MHI","Kauai",0,0,21.94014,-159.6669,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,1.683502,0,0,0,0,0,0,0,0,0,0,0,0.3367003,0,0,0,0,0,0,0,0.6734007,0,0,91.24579,1.683502,0,3.703704,0,0,0,0,0.6734007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,297
9781,"KAU-01620",2016,"7/26/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_NAPALI",0,"-1",0,19.9,23,"CNET","MHI","Kauai",0,0,22.16628,-159.7254,"Forereef","Deep",0,1.683502,0,0,0,0,0,0,0,4.377104,0,0,0,0,0,0,0,0,0,0,0,1.346801,0,0,0,0,0,0,0,0,0,0,89.89899,0.3367003,0,1.346801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,297
9782,"KAU-01639",2016,"7/26/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_NAPALI",0,"-1",0,16,16.1,"CNET","MHI","Kauai",0,0,22.1593,-159.7319,"Forereef","Mid",0,0.3355705,0,0,0,0,0,0,0,3.355705,0,0,0,0,0,0,0,0,0,0,0,1.006711,0,0,0,0,0,0,0,0,0,0,91.94631,1.006711,0,0.6711409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.342282,0,0,0,0,0,0.3355705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,298
9783,"KAU-01642",2016,"7/26/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_NAPALI",0,"-1",0,14.3,17,"CNET","MHI","Kauai",0,0,22.08005,-159.7777,"Forereef","Mid",0,0.3367003,0,0,0,0,0,0,0,3.703704,0,0,0,0,0,0,0.3367003,0,0,0,0,2.693603,0,0,0,0,0,0,0,26.59933,0,0,60.94276,0.3367003,0,1.683502,0,3.367003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,297
9784,"KAU-01647",2016,"7/26/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_NAPALI",0,"-1",0,2.7,3.6,"CNET","MHI","Kauai",0,0,22.07714,-159.7693,"Forereef","Shallow",0,0,2.061856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.45017,0,0,0,0,0,0,0,1.030928,0,0,37.45704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,291
9786,"KAU-01632",2016,"7/26/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_NAPALI",0,"-1",0,23.3,24.1,"CNET","MHI","Kauai",0,0,22.18598,-159.6545,"Forereef","Deep",0,0,0,0,0,0,0,0,0,1.003344,0,0,0,0,0,0,0,0,0,0,0,3.67893,0,0,0,0,0,0,0,1.003344,0,0,92.30769,0,0,1.672241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3344482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,299
9787,"KAU-01637",2016,"7/26/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_NAPALI",0,"-1",0,3,12.2,"CNET","MHI","Kauai",0,0,22.16573,-159.6808,"Forereef","Mid",0,0.3412969,0,0,0,0,0,0,0,0.6825939,0,0,0,0,0,0,0,0,0,0,0,61.77474,0,0.3412969,0,0,0,0,0,1.023891,0,0,35.49488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3412969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,293
9788,"KAU-01638",2016,"7/26/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_NAPALI",0,"-1",0,13,13.8,"CNET","MHI","Kauai",0,0,22.16232,-159.7225,"Forereef","Mid",0,0,0,0,0,0,0,0,0,1.672241,0.3344482,0,0,0,0,0,0,0,0,0,0,1.672241,0,0,0,0,0,0,0,0.6688963,0,0,90.63545,1.337793,0,2.341137,0,0,0,0,0.3344482,0,0,0,0,0,0,0,0,0,0,0,0,1.003344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,299
9789,"KAU-01648",2016,"7/26/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_NAPALI",0,"-1",0,5.5,5.5,"CNET","MHI","Kauai",0,0,22.13112,-159.7339,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,3.333333,0,0,70.66667,0,0,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300
9790,"KAU-01646",2016,"7/26/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_NAPALI",0,"-1",0,13.7,14.9,"CNET","MHI","Kauai",0,0,22.04653,-159.792,"Forereef","Mid",0,0.6666667,0,0,0,0,0,0,0,0.6666667,0,0,0,0,0,0,0,0,0,0,0,9,0,0.3333333,0,0,0,0,0,1.333333,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300
9792,"KAU-01815",2016,"7/26/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_NAPALI",0,"-1",0,21.63974,22.85888,"CNET","MHI","Kauai",0,0,22.20766,-159.6162,"Forereef","Deep",0,0,0,0,0,0,0,0,0,6.354515,0.3344482,0,0,0,0,0,0,0,0,0,0,2.006689,0,0,0,0,0,0,0,1.337793,0,0,87.29097,0,0.6688963,1.337793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6688963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,299
9793,"KAU-01799",2016,"7/26/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_NAPALI",0,"-1",0,22.5541,24.07802,"CNET","MHI","Kauai",0,0,22.15704,-159.7249,"Forereef","Deep",0,0.3378378,0,0,0,0,0,0,0,4.391892,0.3378378,0,0,0,0,0,0,0,0,0,0,2.027027,0,0,0,0,0,0,0,0.6756757,0,0,91.89189,0,0,0.3378378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,296
9794,"KAU-01848",2016,"7/26/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_NAPALI",0,"-1",0,9.143554,10.36269,"CNET","MHI","Kauai",0,0,22.16623,-159.687,"Forereef","Mid",0,0,0,0,0,0,0,0,0,1.666667,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.6666667,0,0,92.33333,1,0,0.3333333,0,0,0,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,1.333333,0,0,0,0,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300
9795,"KAU-01875",2016,"7/26/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_NAPALI",0,"-1",0,3.657422,4.876562,"CNET","MHI","Kauai",0,0,22.11611,-159.7388,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,16.61017,0.6779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.033898,0,0,62.37288,1.016949,0,14.91525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.372881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,295
9796,"KAU-01851",2016,"7/26/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_NAPALI",0,"-1",0,13.41055,14.62969,"CNET","MHI","Kauai",0,0,22.07709,-159.7767,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0.6666667,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,75.66667,0,0,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300
9797,"KAU-01874",2016,"7/26/2016","HA1606",NA,"2016","RAMP_BASIC","KAU_NAPALI",0,"-1",0,3.962207,4.571777,"CNET","MHI","Kauai",0,0,22.07064,-159.7795,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,3.333333,0,0,0,0,0,0,0,0.3333333,0,0,93.33333,0,0,1.333333,0,0,1.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300
9800,"MOL-00022",2016,"7/17/2016","HA1606","OCC-MOL-008","2016","RAMP_BASIC","MOL_WEST",0,"-1",1,14.62969,14.62969,"CNET","MHI","Molokai",-1,0,21.13409,-157.3003,"UNKNOWN","UNKNOWN",0,3.342618,0,0,0,0,0,0,0,2.785515,0,0,0,0,0,0,0,0,0,0,0,1.949861,0,0.8356546,0,0,0,0,0,5.013928,0,0,79.94429,0.5571031,0,2.228412,0,0,0,0,0.5571031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.949861,0,0.8356546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,359
